,Type of Food,Number of Guests,Event Type,Quantity of Food,Storage Conditions,Purchase History,Seasonality,Preparation Method,Geographical Location,Pricing,Wastage Food Amount,Hotel,Date
219,Fruits,250,Social Gathering,350,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Moderate,20,hotel-1,2017-01-30
220,Dairy Products,300,Corporate,400,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Low,20,hotel-1,2017-01-30
221,Dairy Products,220,Corporate,300,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,15,hotel-1,2017-01-30
222,Baked Goods,350,Corporate,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,hotel-1,2017-01-30
223,Vegetables,320,Social Gathering,400,Refrigerated,Occasional,Summer,Finger Food,Suburban,Moderate,25,hotel-1,2017-01-31
224,Baked Goods,320,Corporate,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,25,hotel-1,2017-01-31
225,Dairy Products,220,Corporate,300,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,15,hotel-1,2017-01-31
226,Dairy Products,250,Birthday,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,hotel-1,2017-01-31
227,Dairy Products,280,Corporate,480,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,15,hotel-1,2017-01-31
228,Dairy Products,450,Social Gathering,500,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,30,hotel-1,2017-01-31
229,Dairy Products,350,Wedding,450,Room Temperature,Occasional,All Seasons,Sit-down Dinner,Suburban,High,40,hotel-1,2017-01-31
230,Vegetables,300,Social Gathering,400,Room Temperature,Occasional,Winter,Sit-down Dinner,Suburban,High,40,hotel-1,2017-01-31
231,Dairy Products,300,Social Gathering,400,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Low,20,hotel-1,2017-01-31
232,Baked Goods,220,Social Gathering,450,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,30,hotel-1,2017-02-01
233,Dairy Products,280,Social Gathering,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,hotel-1,2017-02-01
234,Dairy Products,350,Social Gathering,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,25,hotel-1,2017-02-01
235,Dairy Products,247,Social Gathering,348,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,16,hotel-1,2017-02-01
236,Dairy Products,400,Social Gathering,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,40,hotel-1,2017-02-01
237,Dairy Products,320,Social Gathering,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,25,hotel-1,2017-02-01
238,Dairy Products,400,Social Gathering,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,35,hotel-1,2017-02-01
239,Meat,320,Birthday,400,Refrigerated,Regular,Winter,Buffet,Rural,High,30,hotel-1,2017-02-01
240,Meat,280,Wedding,400,Refrigerated,Regular,Winter,Buffet,Urban,Moderate,25,hotel-1,2017-02-01
241,Meat,320,Corporate,400,Room Temperature,Regular,Summer,Buffet,Urban,High,45,hotel-1,2017-02-01
242,Meat,310,Corporate,450,Refrigerated,Regular,All Seasons,Buffet,Urban,Low,25,hotel-1,2017-02-02
243,Meat,350,Birthday,450,Refrigerated,Regular,Summer,Finger Food,Suburban,Low,20,hotel-1,2017-02-02
244,Meat,400,Wedding,350,Refrigerated,Regular,Summer,Sit-down Dinner,Rural,High,35,hotel-1,2017-02-02
245,Meat,350,Birthday,450,Refrigerated,Regular,Winter,Finger Food,Suburban,High,30,hotel-1,2017-02-02
246,Meat,350,Birthday,450,Refrigerated,Regular,Winter,Finger Food,Suburban,High,30,hotel-1,2017-02-02
247,Meat,400,Wedding,500,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,50,hotel-1,2017-02-02
248,Fruits,320,Wedding,400,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,35,hotel-1,2017-02-02
249,Fruits,400,Wedding,500,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,40,hotel-1,2017-02-03
250,Baked Goods,220,Social Gathering,300,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,15,hotel-1,2017-02-03
251,Dairy Products,434,Social Gathering,495,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Low,36,hotel-1,2017-02-03
252,Dairy Products,300,Social Gathering,400,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,40,hotel-1,2017-02-03
253,Dairy Products,300,Social Gathering,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,25,hotel-1,2017-02-03
254,Meat,320,Birthday,480,Refrigerated,Regular,Winter,Buffet,Rural,High,40,hotel-1,2017-02-03
255,Meat,350,Corporate,450,Refrigerated,Occasional,Summer,Buffet,Urban,High,40,hotel-1,2017-02-03
256,Meat,400,Corporate,500,Refrigerated,Occasional,Winter,Buffet,Rural,High,30,hotel-1,2017-02-03
257,Meat,310,Birthday,350,Refrigerated,Regular,Winter,Finger Food,Rural,High,35,hotel-1,2017-02-03
258,Meat,380,Wedding,500,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,High,35,hotel-1,2017-02-04
259,Meat,220,Wedding,300,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,15,hotel-1,2017-02-04
260,Meat,220,Corporate,300,Room Temperature,Regular,Summer,Finger Food,Urban,Low,15,hotel-1,2017-02-04
261,Fruits,310,Wedding,350,Refrigerated,Regular,All Seasons,Finger Food,Rural,High,35,hotel-1,2017-02-04
262,Meat,434,Birthday,495,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Low,36,hotel-1,2017-02-04
263,Fruits,488,Corporate,498,Room Temperature,Regular,Summer,Finger Food,Rural,High,63,hotel-1,2017-02-05
264,Fruits,275,Corporate,388,Room Temperature,Regular,Winter,Finger Food,Urban,Low,16,hotel-1,2017-02-05
265,Meat,300,Wedding,400,Refrigerated,Regular,All Seasons,Finger Food,Urban,Moderate,15,hotel-1,2017-02-05
266,Meat,220,Wedding,300,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Low,15,hotel-1,2017-02-05
267,Meat,350,Corporate,450,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,Moderate,25,hotel-1,2017-02-05
268,Meat,400,Wedding,500,Refrigerated,Occasional,Summer,Sit-down Dinner,Suburban,High,40,hotel-1,2017-02-06
269,Meat,220,Corporate,300,Room Temperature,Regular,Summer,Finger Food,Urban,Moderate,15,hotel-1,2017-02-06
270,Meat,220,Birthday,300,Refrigerated,Occasional,Winter,Finger Food,Suburban,Moderate,15,hotel-1,2017-02-06
271,Vegetables,350,Birthday,450,Room Temperature,Regular,Summer,Finger Food,Urban,High,30,hotel-1,2017-02-06
272,Vegetables,220,Corporate,300,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Low,15,hotel-1,2017-02-06
273,Baked Goods,220,Birthday,300,Room Temperature,Regular,Summer,Finger Food,Urban,Low,15,hotel-1,2017-02-07
274,Dairy Products,300,Birthday,400,Room Temperature,Regular,Summer,Buffet,Suburban,Low,20,hotel-1,2017-02-07
275,Vegetables,280,Corporate,350,Refrigerated,Regular,Summer,Finger Food,Urban,Moderate,20,hotel-1,2017-02-07
276,Baked Goods,350,Corporate,450,Room Temperature,Regular,Summer,Finger Food,Urban,Low,20,hotel-1,2017-02-07
277,Fruits,280,Corporate,350,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,20,hotel-1,2017-02-07
278,Baked Goods,320,Wedding,400,Room Temperature,Occasional,Summer,Buffet,Rural,High,35,hotel-1,2017-02-07
279,Meat,280,Birthday,350,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,20,hotel-1,2017-02-08
280,Meat,207,Corporate,280,Room Temperature,Regular,Winter,Finger Food,Suburban,High,20,hotel-1,2017-02-08
281,Fruits,275,Corporate,388,Room Temperature,Regular,Winter,Finger Food,Suburban,Low,16,hotel-1,2017-02-08
282,Vegetables,400,Wedding,350,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,35,hotel-1,2017-02-08
283,Meat,250,Wedding,350,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,20,hotel-1,2017-02-08
284,Meat,400,Birthday,500,Refrigerated,Regular,All Seasons,Sit-down Dinner,Suburban,High,40,hotel-1,2017-02-08
285,Fruits,350,Birthday,450,Room Temperature,Regular,All Seasons,Finger Food,Suburban,High,30,hotel-1,2017-02-08
286,Baked Goods,300,Wedding,400,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,20,hotel-1,2017-02-08
287,Meat,350,Birthday,450,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,hotel-1,2017-02-08
288,Baked Goods,250,Birthday,350,Room Temperature,Regular,All Seasons,Buffet,Rural,Moderate,20,hotel-1,2017-02-08
289,Fruits,320,Birthday,400,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,35,hotel-1,2017-02-09
290,Baked Goods,292,Wedding,470,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,50,hotel-1,2017-02-09
291,Dairy Products,350,Birthday,450,Refrigerated,Regular,All Seasons,Finger Food,Suburban,Low,20,hotel-1,2017-02-09
292,Vegetables,320,Wedding,400,Refrigerated,Regular,Winter,Buffet,Rural,High,30,hotel-1,2017-02-09
293,Fruits,472,Birthday,489,Room Temperature,Regular,Summer,Buffet,Urban,Low,36,hotel-1,2017-02-09
294,Meat,320,Corporate,400,Refrigerated,Regular,Winter,Finger Food,Urban,Low,15,hotel-1,2017-02-09
295,Fruits,320,Wedding,400,Refrigerated,Regular,All Seasons,Buffet,Rural,High,35,hotel-1,2017-02-10
296,Meat,453,Wedding,484,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,54,hotel-1,2017-02-10
297,Dairy Products,290,Wedding,374,Room Temperature,Regular,All Seasons,Finger Food,Urban,Low,27,hotel-1,2017-02-10
298,Dairy Products,350,Birthday,450,Room Temperature,Regular,Summer,Sit-down Dinner,Rural,High,35,hotel-1,2017-02-10
299,Fruits,280,Social Gathering,350,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,20,hotel-1,2017-02-10
300,Fruits,220,Birthday,300,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,15,hotel-1,2017-02-10
301,Dairy Products,280,Corporate,400,Room Temperature,Regular,All Seasons,Buffet,Urban,Moderate,25,hotel-1,2017-02-10
302,Baked Goods,250,Wedding,350,Room Temperature,Regular,Summer,Finger Food,Rural,High,30,hotel-1,2017-02-10
303,Fruits,320,Corporate,400,Refrigerated,Regular,Summer,Finger Food,Suburban,Moderate,20,hotel-1,2017-02-11
304,Meat,350,Wedding,450,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,hotel-1,2017-02-11
305,Vegetables,267,Wedding,393,Room Temperature,Regular,Summer,Sit-down Dinner,Rural,Low,24,hotel-1,2017-02-11
306,Baked Goods,450,Corporate,500,Room Temperature,Regular,Summer,Finger Food,Urban,High,30,hotel-1,2017-02-11
307,Meat,220,Wedding,300,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,20,hotel-1,2017-02-11
308,Meat,300,Wedding,400,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,25,hotel-1,2017-02-11
309,Fruits,320,Birthday,400,Room Temperature,Occasional,Winter,Buffet,Rural,High,30,hotel-1,2017-02-11
310,Meat,400,Corporate,500,Refrigerated,Regular,Summer,Sit-down Dinner,Rural,High,40,hotel-1,2017-02-11
311,Meat,220,Social Gathering,300,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,15,hotel-1,2017-02-12
312,Dairy Products,400,Corporate,500,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,50,hotel-1,2017-02-12
313,Fruits,442,Wedding,452,Room Temperature,Occasional,All Seasons,Sit-down Dinner,Suburban,Low,32,hotel-1,2017-02-12
314,Baked Goods,247,Birthday,348,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,16,hotel-1,2017-02-12
315,Baked Goods,380,Birthday,400,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,25,hotel-1,2017-02-12
316,Fruits,320,Wedding,400,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,35,hotel-1,2017-02-12
317,Meat,290,Social Gathering,374,Refrigerated,Regular,All Seasons,Finger Food,Rural,Low,27,hotel-1,2017-02-12
318,Fruits,320,Birthday,400,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,40,hotel-1,2017-02-13
319,Vegetables,438,Birthday,493,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,High,33,hotel-1,2017-02-13
320,Dairy Products,280,Birthday,350,Room Temperature,Regular,Summer,Finger Food,Urban,Low,15,hotel-1,2017-02-13
321,Dairy Products,280,Social Gathering,350,Room Temperature,Regular,Winter,Finger Food,Rural,Low,20,hotel-1,2017-02-13
322,Dairy Products,280,Wedding,350,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,20,hotel-1,2017-02-13
323,Baked Goods,400,Birthday,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,45,hotel-1,2017-02-13
324,Baked Goods,350,Birthday,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,35,hotel-1,2017-02-13
325,Dairy Products,350,Wedding,450,Room Temperature,Occasional,Summer,Sit-down Dinner,Urban,Moderate,25,hotel-1,2017-02-13
326,Dairy Products,220,Wedding,300,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,15,hotel-1,2017-02-13
327,Dairy Products,260,Corporate,400,Room Temperature,Occasional,Winter,Sit-down Dinner,Suburban,Low,20,hotel-1,2017-02-13
328,Dairy Products,250,Wedding,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,hotel-1,2017-02-14
329,Baked Goods,412,Social Gathering,478,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,Low,38,hotel-1,2017-02-14
330,Dairy Products,320,Social Gathering,400,Room Temperature,Regular,All Seasons,Buffet,Urban,Moderate,25,hotel-1,2017-02-14
331,Meat,230,Corporate,500,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,30,hotel-1,2017-02-14
332,Baked Goods,350,Birthday,450,Room Temperature,Regular,Summer,Finger Food,Suburban,High,30,hotel-1,2017-02-14
333,Baked Goods,302,Corporate,371,Room Temperature,Regular,All Seasons,Buffet,Suburban,Low,27,hotel-1,2017-02-14
334,Baked Goods,488,Corporate,498,Room Temperature,Regular,Summer,Finger Food,Suburban,High,63,hotel-1,2017-02-14
335,Vegetables,350,Corporate,450,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,35,hotel-1,2017-02-14
336,Fruits,310,Corporate,450,Room Temperature,Regular,All Seasons,Buffet,Urban,Low,25,hotel-1,2017-02-14
337,Fruits,280,Birthday,350,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,20,hotel-1,2017-02-14
338,Meat,250,Wedding,350,Refrigerated,Regular,Winter,Sit-down Dinner,Urban,Moderate,25,hotel-1,2017-02-15
339,Meat,230,Wedding,500,Refrigerated,Regular,All Seasons,Sit-down Dinner,Urban,Low,20,hotel-1,2017-02-15
340,Meat,250,Birthday,350,Refrigerated,Regular,Winter,Finger Food,Suburban,Moderate,20,hotel-1,2017-02-15
341,Baked Goods,350,Social Gathering,450,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,Moderate,25,hotel-1,2017-02-15
342,Dairy Products,280,Corporate,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,hotel-1,2017-02-15
343,Baked Goods,280,Social Gathering,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,20,hotel-1,2017-02-16
344,Vegetables,208,Social Gathering,282,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Moderate,22,hotel-1,2017-02-16
345,Dairy Products,250,Wedding,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,20,hotel-1,2017-02-16
346,Meat,250,Birthday,350,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Moderate,20,hotel-1,2017-02-16
347,Fruits,260,Wedding,400,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Low,20,hotel-1,2017-02-16
348,Meat,300,Social Gathering,400,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,15,hotel-1,2017-02-16
349,Dairy Products,400,Wedding,400,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,High,40,hotel-1,2017-02-17
350,Baked Goods,400,Birthday,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,40,hotel-1,2017-02-17
351,Meat,350,Social Gathering,450,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,Moderate,25,hotel-1,2017-02-17
352,Baked Goods,400,Social Gathering,500,Room Temperature,Regular,Winter,Finger Food,Rural,High,40,hotel-1,2017-02-17
353,Baked Goods,320,Corporate,400,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,25,hotel-1,2017-02-17
354,Baked Goods,400,Corporate,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,50,hotel-1,2017-02-17
355,Dairy Products,270,Wedding,400,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,40,hotel-1,2017-02-17
356,Dairy Products,220,Wedding,300,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,15,hotel-1,2017-02-17
357,Dairy Products,280,Birthday,350,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,20,hotel-1,2017-02-17
358,Baked Goods,400,Wedding,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,50,hotel-1,2017-02-18
359,Vegetables,220,Corporate,300,Refrigerated,Occasional,All Seasons,Finger Food,Suburban,Moderate,15,hotel-1,2017-02-18
360,Baked Goods,247,Corporate,348,Room Temperature,Occasional,Summer,Finger Food,Suburban,Moderate,16,hotel-1,2017-02-18
361,Fruits,320,Social Gathering,400,Refrigerated,Occasional,Winter,Buffet,Rural,High,40,hotel-1,2017-02-18
362,Dairy Products,320,Birthday,400,Room Temperature,Regular,Summer,Buffet,Rural,High,35,hotel-1,2017-02-18
363,Fruits,250,Birthday,500,Refrigerated,Regular,Winter,Sit-down Dinner,Suburban,High,40,hotel-1,2017-02-18
364,Dairy Products,320,Corporate,400,Room Temperature,Regular,Winter,Buffet,Urban,High,45,hotel-1,2017-02-18
365,Meat,220,Birthday,300,Refrigerated,Occasional,Summer,Finger Food,Suburban,Moderate,15,hotel-1,2017-02-18
366,Dairy Products,400,Corporate,500,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,High,45,hotel-1,2017-02-18
367,Baked Goods,350,Birthday,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,High,40,hotel-1,2017-02-18
368,Baked Goods,280,Social Gathering,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,20,hotel-1,2017-02-19
369,Dairy Products,220,Corporate,300,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,15,hotel-1,2017-02-19
370,Dairy Products,320,Corporate,400,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,25,hotel-1,2017-02-19
371,Baked Goods,247,Corporate,348,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,16,hotel-1,2017-02-19
372,Dairy Products,280,Corporate,350,Room Temperature,Occasional,Winter,Finger Food,Suburban,Moderate,20,hotel-1,2017-02-19
373,Baked Goods,247,Social Gathering,348,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,16,hotel-1,2017-02-20
374,Baked Goods,230,Wedding,500,Room Temperature,Regular,All Seasons,Sit-down Dinner,Suburban,Moderate,30,hotel-1,2017-02-20
375,Baked Goods,400,Social Gathering,500,Room Temperature,Regular,Winter,Sit-down Dinner,Suburban,High,40,hotel-1,2017-02-20
376,Baked Goods,220,Social Gathering,450,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,30,hotel-1,2017-02-20
377,Dairy Products,350,Social Gathering,450,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,High,35,hotel-1,2017-02-20
378,Dairy Products,280,Social Gathering,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,15,hotel-1,2017-02-21
379,Dairy Products,250,Social Gathering,350,Room Temperature,Regular,Summer,Sit-down Dinner,Suburban,Moderate,20,hotel-1,2017-02-21
380,Vegetables,350,Corporate,450,Refrigerated,Occasional,All Seasons,Sit-down Dinner,Suburban,Moderate,30,hotel-1,2017-02-21
381,Baked Goods,350,Social Gathering,450,Room Temperature,Regular,Winter,Sit-down Dinner,Rural,Moderate,30,hotel-1,2017-02-21
382,Vegetables,397,Social Gathering,482,Refrigerated,Regular,All Seasons,Sit-down Dinner,Rural,Moderate,31,hotel-1,2017-02-21
383,Baked Goods,400,Social Gathering,500,Room Temperature,Regular,All Seasons,Finger Food,Suburban,High,40,hotel-1,2017-02-21
384,Dairy Products,261,Birthday,350,Room Temperature,Regular,All Seasons,Sit-down Dinner,Urban,Moderate,23,hotel-1,2017-02-21
385,Baked Goods,290,Birthday,374,Room Temperature,Regular,Summer,Finger Food,Rural,Low,27,hotel-1,2017-02-21
386,Vegetables,300,Corporate,400,Refrigerated,Regular,Summer,Sit-down Dinner,Urban,High,30,hotel-1,2017-02-21
387,Fruits,350,Corporate,450,Room Temperature,Regular,Winter,Sit-down Dinner,Urban,High,45,hotel-1,2017-02-22
388,Meat,350,Corporate,450,Refrigerated,Occasional,Winter,Sit-down Dinner,Rural,Moderate,25,hotel-1,2017-02-22
389,Dairy Products,320,Wedding,400,Room Temperature,Regular,All Seasons,Buffet,Urban,High,45,hotel-1,2017-02-22
390,Meat,400,Wedding,500,Refrigerated,Occasional,All Seasons,Sit-down Dinner,Suburban,High,45,hotel-1,2017-02-22
391,Fruits,400,Social Gathering,500,Room Temperature,Regular,Summer,Finger Food,Rural,High,40,hotel-1,2017-02-22
392,Meat,380,Social Gathering,480,Room Temperature,Regular,Winter,Buffet,Suburban,Moderate,30,hotel-1,2017-02-22
393,Meat,400,Social Gathering,500,Room Temperature,Regular,Summer,Sit-down Dinner,Urban,Low,25,hotel-1,2017-02-23
394,Meat,350,Social Gathering,450,Room Temperature,Regular,Winter,Finger Food,Suburban,High,30,hotel-1,2017-02-23
395,Dairy Products,350,Corporate,450,Room Temperature,Regular,Winter,Finger Food,Urban,High,30,hotel-1,2017-02-23
